bg_geoid,lat,lng,population,acs_vintage,jobs,lodes_vintage
170318162001,41.9045159,-87.8346297,1681,ACS 2020-2024 5-year,145,LODES8 2023
170318162002,41.9033514,-87.8422905,921,ACS 2020-2024 5-year,695,LODES8 2023
170318162003,41.9026455,-87.8478453,1610,ACS 2020-2024 5-year,567,LODES8 2023
170318163001,41.9060884,-87.8544388,1382,ACS 2020-2024 5-year,484,LODES8 2023
170318163002,41.9024082,-87.8546082,1292,ACS 2020-2024 5-year,37,LODES8 2023
170318163003,41.9022721,-87.8612498,1070,ACS 2020-2024 5-year,147,LODES8 2023
170318163004,41.9061486,-87.8610204,926,ACS 2020-2024 5-year,140,LODES8 2023
170318164011,41.8990327,-87.8605089,591,ACS 2020-2024 5-year,90,LODES8 2023
170318164012,41.8948686,-87.8625819,915,ACS 2020-2024 5-year,80,LODES8 2023
170318164013,41.8956661,-87.8587669,1512,ACS 2020-2024 5-year,61,LODES8 2023
170318164014,41.8922010,-87.8593866,820,ACS 2020-2024 5-year,159,LODES8 2023
170318164021,41.8987237,-87.8537445,1404,ACS 2020-2024 5-year,5,LODES8 2023
170318164022,41.8948041,-87.8534245,1775,ACS 2020-2024 5-year,1216,LODES8 2023
170318164023,41.8936233,-87.8471607,1325,ACS 2020-2024 5-year,187,LODES8 2023
170318164024,41.8911173,-87.8522107,670,ACS 2020-2024 5-year,2051,LODES8 2023
170318165001,41.9018401,-87.8696532,1152,ACS 2020-2024 5-year,2349,LODES8 2023
170318165002,41.8961743,-87.8862467,1813,ACS 2020-2024 5-year,1803,LODES8 2023
170318165003,41.9014350,-87.8911135,1087,ACS 2020-2024 5-year,4,LODES8 2023
170318166001,41.9066584,-87.8784852,1055,ACS 2020-2024 5-year,709,LODES8 2023
170318166002,41.9045236,-87.8797159,1233,ACS 2020-2024 5-year,60,LODES8 2023
170318166003,41.9003700,-87.8829045,1934,ACS 2020-2024 5-year,329,LODES8 2023
170318167001,41.9046676,-87.8890740,909,ACS 2020-2024 5-year,1213,LODES8 2023
170318167002,41.9045154,-87.9005023,1788,ACS 2020-2024 5-year,369,LODES8 2023
170318168001,41.8973784,-87.9113692,1157,ACS 2020-2024 5-year,2740,LODES8 2023
170318168002,41.8872682,-87.9044481,885,ACS 2020-2024 5-year,395,LODES8 2023
170318168003,41.8857317,-87.9162123,2403,ACS 2020-2024 5-year,33,LODES8 2023
170318168004,41.8767205,-87.9173449,1089,ACS 2020-2024 5-year,124,LODES8 2023
170318169001,41.8902932,-87.8886448,773,ACS 2020-2024 5-year,106,LODES8 2023
170318169002,41.8870082,-87.8883923,1040,ACS 2020-2024 5-year,324,LODES8 2023
170318169003,41.8833744,-87.8883523,1969,ACS 2020-2024 5-year,38,LODES8 2023
170318169004,41.8869141,-87.8940790,1848,ACS 2020-2024 5-year,150,LODES8 2023
170318170001,41.8891251,-87.8635798,325,ACS 2020-2024 5-year,116,LODES8 2023
170318170002,41.8853556,-87.8650187,1097,ACS 2020-2024 5-year,118,LODES8 2023
170318170003,41.8837505,-87.8739365,1226,ACS 2020-2024 5-year,100,LODES8 2023
170318170004,41.8861306,-87.8789156,1507,ACS 2020-2024 5-year,77,LODES8 2023
170318170005,41.8904792,-87.8736255,820,ACS 2020-2024 5-year,301,LODES8 2023
170318171011,41.8802167,-87.8780885,1091,ACS 2020-2024 5-year,126,LODES8 2023
170318171012,41.8774750,-87.8783987,996,ACS 2020-2024 5-year,36,LODES8 2023
170318171013,41.8746629,-87.8772455,1303,ACS 2020-2024 5-year,21,LODES8 2023
170318171014,41.8722503,-87.8787061,1494,ACS 2020-2024 5-year,47,LODES8 2023
170318171021,41.8817276,-87.8614934,932,ACS 2020-2024 5-year,87,LODES8 2023
170318171022,41.8765737,-87.8657640,494,ACS 2020-2024 5-year,1748,LODES8 2023
170318171023,41.8742849,-87.8706688,1341,ACS 2020-2024 5-year,14,LODES8 2023
170318172001,41.8880570,-87.8558375,1513,ACS 2020-2024 5-year,28,LODES8 2023
170318172002,41.8840361,-87.8555171,718,ACS 2020-2024 5-year,7,LODES8 2023
170318172003,41.8804056,-87.8554039,1514,ACS 2020-2024 5-year,9,LODES8 2023
170318172004,41.8778425,-87.8505878,642,ACS 2020-2024 5-year,47,LODES8 2023
170318173001,41.8840812,-87.8478481,2687,ACS 2020-2024 5-year,242,LODES8 2023
170318174001,41.8909363,-87.8348759,685,ACS 2020-2024 5-year,186,LODES8 2023
170318174002,41.8960169,-87.8386326,1660,ACS 2020-2024 5-year,22,LODES8 2023
170318174003,41.8924465,-87.8418574,798,ACS 2020-2024 5-year,30,LODES8 2023
170318175001,41.8775479,-87.8314418,838,ACS 2020-2024 5-year,830,LODES8 2023
170318175002,41.8821686,-87.8365547,565,ACS 2020-2024 5-year,133,LODES8 2023
170318175003,41.8859583,-87.8401760,1217,ACS 2020-2024 5-year,591,LODES8 2023
170318175004,41.8789261,-87.8413298,1252,ACS 2020-2024 5-year,874,LODES8 2023
170318176001,41.8737730,-87.8384319,1042,ACS 2020-2024 5-year,42,LODES8 2023
170318176002,41.8680617,-87.8360049,1748,ACS 2020-2024 5-year,10659,LODES8 2023
170318176003,41.8679912,-87.8409101,1286,ACS 2020-2024 5-year,165,LODES8 2023
170318177001,41.8694512,-87.8582994,1100,ACS 2020-2024 5-year,4,LODES8 2023
170318177002,41.8675157,-87.8458007,1294,ACS 2020-2024 5-year,115,LODES8 2023
170318177003,41.8739814,-87.8484319,1871,ACS 2020-2024 5-year,242,LODES8 2023
170318177004,41.8742401,-87.8562599,771,ACS 2020-2024 5-year,77,LODES8 2023
170318179001,41.8677602,-87.8507248,2095,ACS 2020-2024 5-year,36,LODES8 2023
170318179002,41.8577630,-87.8395543,455,ACS 2020-2024 5-year,9183,LODES8 2023
170318179003,41.8532276,-87.8477233,749,ACS 2020-2024 5-year,1001,LODES8 2023
170318179004,41.8604714,-87.8504355,1282,ACS 2020-2024 5-year,57,LODES8 2023
170318179005,41.8640697,-87.8554903,1226,ACS 2020-2024 5-year,145,LODES8 2023
170318180001,41.8571308,-87.8582808,1319,ACS 2020-2024 5-year,2870,LODES8 2023
170318180002,41.8479087,-87.8469862,910,ACS 2020-2024 5-year,250,LODES8 2023
170318180003,41.8458311,-87.8584485,1951,ACS 2020-2024 5-year,3567,LODES8 2023
170318181001,41.8526213,-87.8702955,961,ACS 2020-2024 5-year,187,LODES8 2023
170318181002,41.8505526,-87.8752967,1206,ACS 2020-2024 5-year,167,LODES8 2023
170318182001,41.8690373,-87.8728823,1232,ACS 2020-2024 5-year,39,LODES8 2023
170318182002,41.8643932,-87.8722966,670,ACS 2020-2024 5-year,1363,LODES8 2023
170318182003,41.8599457,-87.8730667,1068,ACS 2020-2024 5-year,39,LODES8 2023
170318182004,41.8621871,-87.8785173,1651,ACS 2020-2024 5-year,2296,LODES8 2023
170318183001,41.8786133,-87.9089284,1124,ACS 2020-2024 5-year,78,LODES8 2023
170318183002,41.8741944,-87.8965293,1947,ACS 2020-2024 5-year,1830,LODES8 2023
170318183003,41.8798723,-87.8940514,1690,ACS 2020-2024 5-year,733,LODES8 2023
170318183004,41.8830666,-87.9058432,1335,ACS 2020-2024 5-year,35,LODES8 2023
170318184011,41.8673326,-87.9104016,787,ACS 2020-2024 5-year,634,LODES8 2023
170318184012,41.8672327,-87.8935237,526,ACS 2020-2024 5-year,3933,LODES8 2023
170318184013,41.8588000,-87.8905379,817,ACS 2020-2024 5-year,183,LODES8 2023
170318184014,41.8557612,-87.9095477,1300,ACS 2020-2024 5-year,48,LODES8 2023
170318184021,41.8538670,-87.8871083,1070,ACS 2020-2024 5-year,29,LODES8 2023
170318184022,41.8511843,-87.8895224,976,ACS 2020-2024 5-year,461,LODES8 2023
170318184023,41.8516941,-87.8985240,1322,ACS 2020-2024 5-year,141,LODES8 2023
170318185001,41.8398053,-87.8829160,1407,ACS 2020-2024 5-year,193,LODES8 2023
170318185002,41.8450111,-87.8924354,1275,ACS 2020-2024 5-year,207,LODES8 2023
170318185003,41.8399234,-87.9078148,1656,ACS 2020-2024 5-year,6361,LODES8 2023
170318185004,41.8417283,-87.8961037,730,ACS 2020-2024 5-year,52,LODES8 2023
170318186001,41.8429517,-87.8730524,1190,ACS 2020-2024 5-year,139,LODES8 2023
170318186002,41.8395262,-87.8586199,2572,ACS 2020-2024 5-year,265,LODES8 2023
170318186003,41.8373795,-87.8692451,996,ACS 2020-2024 5-year,122,LODES8 2023
170318187001,41.8398445,-87.8473430,794,ACS 2020-2024 5-year,3,LODES8 2023
170318187002,41.8352249,-87.8473241,977,ACS 2020-2024 5-year,47,LODES8 2023
170318187003,41.8304554,-87.8453134,902,ACS 2020-2024 5-year,24,LODES8 2023
170318187004,41.8237802,-87.8438026,945,ACS 2020-2024 5-year,417,LODES8 2023
170318188001,41.8321194,-87.8516974,1136,ACS 2020-2024 5-year,31,LODES8 2023
170318188002,41.8239389,-87.8501487,582,ACS 2020-2024 5-year,36,LODES8 2023
170318188003,41.8211724,-87.8532042,552,ACS 2020-2024 5-year,33,LODES8 2023
170318188004,41.8237595,-87.8574667,1126,ACS 2020-2024 5-year,5,LODES8 2023
170318188005,41.8274006,-87.8545067,1021,ACS 2020-2024 5-year,629,LODES8 2023
170318188006,41.8319638,-87.8578059,1107,ACS 2020-2024 5-year,22,LODES8 2023
170318189001,41.8272749,-87.8630081,1565,ACS 2020-2024 5-year,84,LODES8 2023
170318189002,41.8246535,-87.8682219,1915,ACS 2020-2024 5-year,858,LODES8 2023
170318189003,41.8315985,-87.8691316,1115,ACS 2020-2024 5-year,121,LODES8 2023
170318190001,41.8304651,-87.8768952,1402,ACS 2020-2024 5-year,9,LODES8 2023
170318190002,41.8240842,-87.8757464,1330,ACS 2020-2024 5-year,197,LODES8 2023
170318190003,41.8218614,-87.8795812,1049,ACS 2020-2024 5-year,661,LODES8 2023
170318190004,41.8304099,-87.9086694,878,ACS 2020-2024 5-year,208,LODES8 2023
170318191001,41.8122295,-87.8062585,851,ACS 2020-2024 5-year,284,LODES8 2023
170318191002,41.8158567,-87.8129664,1544,ACS 2020-2024 5-year,150,LODES8 2023
170318191003,41.8182045,-87.8179219,776,ACS 2020-2024 5-year,298,LODES8 2023
170318191004,41.8185073,-87.8242632,1051,ACS 2020-2024 5-year,284,LODES8 2023
170318192001,41.8096885,-87.8184105,963,ACS 2020-2024 5-year,93,LODES8 2023
170318192002,41.8084418,-87.8272718,1995,ACS 2020-2024 5-year,405,LODES8 2023
170318192003,41.8152595,-87.8321021,1616,ACS 2020-2024 5-year,506,LODES8 2023
170318192004,41.8093516,-87.8370397,1678,ACS 2020-2024 5-year,151,LODES8 2023
170318193001,41.8175844,-87.8428143,642,ACS 2020-2024 5-year,119,LODES8 2023
170318193002,41.8173887,-87.8494429,1343,ACS 2020-2024 5-year,395,LODES8 2023
170318193003,41.8174177,-87.8567261,681,ACS 2020-2024 5-year,320,LODES8 2023
170318194001,41.8113701,-87.8431486,1652,ACS 2020-2024 5-year,94,LODES8 2023
170318194002,41.8081317,-87.8468266,1358,ACS 2020-2024 5-year,316,LODES8 2023
170318194003,41.8132625,-87.8506398,896,ACS 2020-2024 5-year,3,LODES8 2023
170318194004,41.8121200,-87.8556909,1027,ACS 2020-2024 5-year,11,LODES8 2023
170318194005,41.8077118,-87.8562562,649,ACS 2020-2024 5-year,156,LODES8 2023
170318195001,41.8176552,-87.8695077,719,ACS 2020-2024 5-year,1367,LODES8 2023
170318195002,41.8138482,-87.8740155,783,ACS 2020-2024 5-year,1323,LODES8 2023
170318195003,41.8151799,-87.8655211,851,ACS 2020-2024 5-year,962,LODES8 2023
170318195004,41.8105685,-87.8618997,913,ACS 2020-2024 5-year,706,LODES8 2023
170318196001,41.8106628,-87.8693599,789,ACS 2020-2024 5-year,93,LODES8 2023
170318196002,41.8070272,-87.8691874,858,ACS 2020-2024 5-year,29,LODES8 2023
170318196003,41.8033005,-87.8667598,1598,ACS 2020-2024 5-year,157,LODES8 2023
170318196004,41.7997288,-87.8692444,884,ACS 2020-2024 5-year,98,LODES8 2023
170318197001,41.7983787,-87.8762461,896,ACS 2020-2024 5-year,98,LODES8 2023
170318197002,41.8167047,-87.8824993,1949,ACS 2020-2024 5-year,235,LODES8 2023
170318197003,41.8098251,-87.8818260,2023,ACS 2020-2024 5-year,1091,LODES8 2023
170318197004,41.8050717,-87.8806383,739,ACS 2020-2024 5-year,72,LODES8 2023
170318198011,41.8172905,-87.8941633,882,ACS 2020-2024 5-year,11,LODES8 2023
170318198012,41.8131740,-87.8943201,753,ACS 2020-2024 5-year,550,LODES8 2023
170318198013,41.8077804,-87.8935151,1128,ACS 2020-2024 5-year,142,LODES8 2023
170318198014,41.8091347,-87.9017535,776,ACS 2020-2024 5-year,926,LODES8 2023
170318198015,41.8155689,-87.9030447,1543,ACS 2020-2024 5-year,144,LODES8 2023
170318198021,41.7991368,-87.8933434,1226,ACS 2020-2024 5-year,559,LODES8 2023
170318198022,41.7934270,-87.8983078,1175,ACS 2020-2024 5-year,102,LODES8 2023
170318199001,41.8143107,-87.9103413,1175,ACS 2020-2024 5-year,44,LODES8 2023
170318199002,41.8027649,-87.9070559,893,ACS 2020-2024 5-year,207,LODES8 2023
170318199003,41.7951826,-87.9035353,1219,ACS 2020-2024 5-year,57,LODES8 2023
170318200001,41.8104327,-87.9154742,1015,ACS 2020-2024 5-year,299,LODES8 2023
170318200002,41.7964517,-87.9131128,1106,ACS 2020-2024 5-year,69,LODES8 2023
170318201011,41.7848380,-87.8925909,604,ACS 2020-2024 5-year,602,LODES8 2023
170318201012,41.7832207,-87.9029452,2176,ACS 2020-2024 5-year,406,LODES8 2023
170318201013,41.7813361,-87.9124782,1050,ACS 2020-2024 5-year,804,LODES8 2023
170318201014,41.7620388,-87.9110592,390,ACS 2020-2024 5-year,2015,LODES8 2023
170318201015,41.7716112,-87.9013222,1178,ACS 2020-2024 5-year,28,LODES8 2023
170318201016,41.7711955,-87.8944785,1190,ACS 2020-2024 5-year,49,LODES8 2023
170318201017,41.7752206,-87.8913515,1108,ACS 2020-2024 5-year,217,LODES8 2023
170318201031,41.7955915,-87.8622555,1015,ACS 2020-2024 5-year,1991,LODES8 2023
170318201032,41.7881158,-87.8639743,769,ACS 2020-2024 5-year,767,LODES8 2023
170318201033,41.7952657,-87.8691573,1553,ACS 2020-2024 5-year,327,LODES8 2023
170318201034,41.7961933,-87.8823110,890,ACS 2020-2024 5-year,622,LODES8 2023
170318201041,41.7827248,-87.8642152,1050,ACS 2020-2024 5-year,740,LODES8 2023
170318201042,41.7833422,-87.8735001,1850,ACS 2020-2024 5-year,1647,LODES8 2023
170318201043,41.7856539,-87.8829933,606,ACS 2020-2024 5-year,234,LODES8 2023
170318201044,41.7766265,-87.8831719,1158,ACS 2020-2024 5-year,125,LODES8 2023
170318202021,41.7871952,-87.8412670,1643,ACS 2020-2024 5-year,8344,LODES8 2023
170318202022,41.7524287,-87.8748437,857,ACS 2020-2024 5-year,10428,LODES8 2023
170318202023,41.7437717,-87.8593985,739,ACS 2020-2024 5-year,147,LODES8 2023
170318202031,41.7422740,-87.9004436,1341,ACS 2020-2024 5-year,172,LODES8 2023
170318202032,41.7292903,-87.9024201,2383,ACS 2020-2024 5-year,575,LODES8 2023
170318202041,41.7666233,-87.8817355,1802,ACS 2020-2024 5-year,1131,LODES8 2023
170318202042,41.7532465,-87.8916126,779,ACS 2020-2024 5-year,146,LODES8 2023
170318202043,41.7528043,-87.9055668,2229,ACS 2020-2024 5-year,3362,LODES8 2023
170318203001,41.7946310,-87.8089286,2432,ACS 2020-2024 5-year,105,LODES8 2023
170318203002,41.7917194,-87.8070947,1145,ACS 2020-2024 5-year,704,LODES8 2023
170318203003,41.7885602,-87.8057939,1436,ACS 2020-2024 5-year,39,LODES8 2023
170318203004,41.7858289,-87.8061735,1295,ACS 2020-2024 5-year,88,LODES8 2023
170318204001,41.7838714,-87.8161549,1173,ACS 2020-2024 5-year,1158,LODES8 2023
170318204002,41.7821359,-87.8067022,1413,ACS 2020-2024 5-year,664,LODES8 2023
170318204003,41.7770188,-87.8056635,1952,ACS 2020-2024 5-year,880,LODES8 2023
170318205011,41.7712947,-87.8256883,721,ACS 2020-2024 5-year,1632,LODES8 2023
170318205012,41.7600851,-87.8146421,426,ACS 2020-2024 5-year,2851,LODES8 2023
170318205013,41.7532114,-87.8169249,1103,ACS 2020-2024 5-year,98,LODES8 2023
170318205014,41.7456285,-87.8139945,1061,ACS 2020-2024 5-year,1497,LODES8 2023
170318205015,41.7380772,-87.8142298,1858,ACS 2020-2024 5-year,427,LODES8 2023
170318205021,41.7643380,-87.8053645,2059,ACS 2020-2024 5-year,990,LODES8 2023
170318205022,41.7518678,-87.8045848,1035,ACS 2020-2024 5-year,161,LODES8 2023
170318205023,41.7445116,-87.8040184,1470,ACS 2020-2024 5-year,529,LODES8 2023
170318205024,41.7366678,-87.8044178,1309,ACS 2020-2024 5-year,761,LODES8 2023
170318206031,41.7512025,-87.8527086,1791,ACS 2020-2024 5-year,65,LODES8 2023
170318206032,41.7565086,-87.8437655,1994,ACS 2020-2024 5-year,103,LODES8 2023
170318206033,41.7568404,-87.8351233,1778,ACS 2020-2024 5-year,276,LODES8 2023
170318206041,41.7423244,-87.8218378,2807,ACS 2020-2024 5-year,278,LODES8 2023
170318206042,41.7517870,-87.8281558,841,ACS 2020-2024 5-year,99,LODES8 2023
170318206051,41.7412400,-87.8341977,1789,ACS 2020-2024 5-year,169,LODES8 2023
170318206052,41.7371724,-87.8264754,1765,ACS 2020-2024 5-year,73,LODES8 2023
170318206053,41.7347429,-87.8357476,1269,ACS 2020-2024 5-year,21,LODES8 2023
170318206061,41.7349518,-87.8685662,1779,ACS 2020-2024 5-year,266,LODES8 2023
170318206062,41.7388763,-87.8485418,1937,ACS 2020-2024 5-year,255,LODES8 2023
170318207001,41.8204253,-87.7677424,1296,ACS 2020-2024 5-year,2142,LODES8 2023
170318207002,41.8136395,-87.7894093,2107,ACS 2020-2024 5-year,99,LODES8 2023
170318207003,41.8140357,-87.7972509,2041,ACS 2020-2024 5-year,44,LODES8 2023
170318207004,41.8185481,-87.7974317,1508,ACS 2020-2024 5-year,340,LODES8 2023
170318208001,41.8055931,-87.7578041,755,ACS 2020-2024 5-year,215,LODES8 2023
170318208002,41.8019385,-87.7576794,1474,ACS 2020-2024 5-year,152,LODES8 2023
170318208003,41.8090968,-87.7730786,1174,ACS 2020-2024 5-year,2604,LODES8 2023
170318209011,41.7636567,-87.7742492,2189,ACS 2020-2024 5-year,17670,LODES8 2023
170318209012,41.7501879,-87.7851671,1048,ACS 2020-2024 5-year,167,LODES8 2023
170318209013,41.7503229,-87.7784635,764,ACS 2020-2024 5-year,26,LODES8 2023
170318209014,41.7504342,-87.7723919,1277,ACS 2020-2024 5-year,19,LODES8 2023
170318209021,41.7561828,-87.7510057,1031,ACS 2020-2024 5-year,2563,LODES8 2023
170318209022,41.7511901,-87.7479068,1227,ACS 2020-2024 5-year,75,LODES8 2023
170318209023,41.7506800,-87.7566864,1089,ACS 2020-2024 5-year,100,LODES8 2023
170318209024,41.7505688,-87.7650971,2456,ACS 2020-2024 5-year,78,LODES8 2023
170318210011,41.7447411,-87.7837505,1017,ACS 2020-2024 5-year,165,LODES8 2023
170318210012,41.7440206,-87.7905780,821,ACS 2020-2024 5-year,196,LODES8 2023
170318210013,41.7436073,-87.7964946,886,ACS 2020-2024 5-year,248,LODES8 2023
170318210014,41.7363221,-87.7943642,2345,ACS 2020-2024 5-year,789,LODES8 2023
170318210021,41.7460014,-87.7660183,1736,ACS 2020-2024 5-year,41,LODES8 2023
170318210022,41.7467249,-87.7749146,675,ACS 2020-2024 5-year,81,LODES8 2023
170318210023,41.7430688,-87.7747784,667,ACS 2020-2024 5-year,14,LODES8 2023
170318210024,41.7381760,-87.7762061,999,ACS 2020-2024 5-year,95,LODES8 2023
170318210025,41.7374130,-87.7846826,932,ACS 2020-2024 5-year,76,LODES8 2023
170318211011,41.7407355,-87.7651488,1391,ACS 2020-2024 5-year,127,LODES8 2023
170318211012,41.7397534,-87.7556097,698,ACS 2020-2024 5-year,14,LODES8 2023
170318211013,41.7360810,-87.7566885,1376,ACS 2020-2024 5-year,292,LODES8 2023
170318211014,41.7358644,-87.7688104,1017,ACS 2020-2024 5-year,76,LODES8 2023
170318211021,41.7450792,-87.7566917,1240,ACS 2020-2024 5-year,224,LODES8 2023
170318211022,41.7462674,-87.7466160,1409,ACS 2020-2024 5-year,471,LODES8 2023
170318211023,41.7410075,-87.7467692,1185,ACS 2020-2024 5-year,307,LODES8 2023
170318211024,41.7362766,-87.7457901,677,ACS 2020-2024 5-year,61,LODES8 2023
170318212001,41.6702530,-87.6657708,1162,ACS 2020-2024 5-year,256,LODES8 2023
170318212002,41.6601887,-87.6765020,1199,ACS 2020-2024 5-year,408,LODES8 2023
170318212003,41.6693705,-87.6768607,2696,ACS 2020-2024 5-year,229,LODES8 2023
170318212004,41.6722368,-87.6730653,239,ACS 2020-2024 5-year,50,LODES8 2023
170318213001,41.6607428,-87.6681837,274,ACS 2020-2024 5-year,13,LODES8 2023
170318213002,41.6559407,-87.6696481,2696,ACS 2020-2024 5-year,251,LODES8 2023
170318213003,41.6530045,-87.6658740,429,ACS 2020-2024 5-year,3,LODES8 2023
170318213004,41.6499383,-87.6720354,2354,ACS 2020-2024 5-year,44,LODES8 2023
170318214011,41.6681664,-87.6594708,209,ACS 2020-2024 5-year,113,LODES8 2023
170318214012,41.6685367,-87.6541045,749,ACS 2020-2024 5-year,1,LODES8 2023
170318214013,41.6648759,-87.6542940,557,ACS 2020-2024 5-year,29,LODES8 2023
170318214014,41.6645890,-87.6617776,728,ACS 2020-2024 5-year,62,LODES8 2023
170318214021,41.6668146,-87.6464306,1055,ACS 2020-2024 5-year,17,LODES8 2023
170318214022,41.6584153,-87.6512499,1586,ACS 2020-2024 5-year,198,LODES8 2023
170318214023,41.6609522,-87.6603188,809,ACS 2020-2024 5-year,228,LODES8 2023
170318215001,41.6505617,-87.6360769,1344,ACS 2020-2024 5-year,540,LODES8 2023
170318216001,41.7271892,-87.6949054,719,ACS 2020-2024 5-year,44,LODES8 2023
170318216002,41.7305080,-87.7096645,1217,ACS 2020-2024 5-year,108,LODES8 2023
170318216003,41.7300267,-87.6899648,2196,ACS 2020-2024 5-year,1661,LODES8 2023
170318217001,41.7259616,-87.7085558,727,ACS 2020-2024 5-year,1,LODES8 2023
170318217002,41.7250876,-87.7184767,563,ACS 2020-2024 5-year,12,LODES8 2023
170318217003,41.7202670,-87.7133645,1577,ACS 2020-2024 5-year,404,LODES8 2023
170318217004,41.7159589,-87.7175520,929,ACS 2020-2024 5-year,18,LODES8 2023
170318217005,41.7194583,-87.7188383,894,ACS 2020-2024 5-year,347,LODES8 2023
170318218001,41.7208598,-87.6907300,917,ACS 2020-2024 5-year,1811,LODES8 2023
170318218002,41.7176956,-87.6978366,873,ACS 2020-2024 5-year,46,LODES8 2023
170318218003,41.7226813,-87.6979883,819,ACS 2020-2024 5-year,227,LODES8 2023
170318218004,41.7183466,-87.7026169,1308,ACS 2020-2024 5-year,830,LODES8 2023
170318218005,41.7170069,-87.7080455,897,ACS 2020-2024 5-year,241,LODES8 2023
170318218006,41.7224835,-87.7079913,669,ACS 2020-2024 5-year,355,LODES8 2023
170318219001,41.7166609,-87.6860600,820,ACS 2020-2024 5-year,1191,LODES8 2023
170318219002,41.7140272,-87.6942394,849,ACS 2020-2024 5-year,10,LODES8 2023
170318219003,41.7098198,-87.6972132,1240,ACS 2020-2024 5-year,137,LODES8 2023
170318219004,41.7097987,-87.7033145,801,ACS 2020-2024 5-year,221,LODES8 2023
170318219005,41.7097289,-87.7082018,1405,ACS 2020-2024 5-year,105,LODES8 2023
170318220001,41.7324382,-87.7262981,1185,ACS 2020-2024 5-year,206,LODES8 2023
170318220002,41.7334215,-87.7318012,515,ACS 2020-2024 5-year,47,LODES8 2023
170318220003,41.7322601,-87.7377004,1041,ACS 2020-2024 5-year,48,LODES8 2023
170318220004,41.7293674,-87.7347341,639,ACS 2020-2024 5-year,5,LODES8 2023
170318220005,41.7294801,-87.7250896,835,ACS 2020-2024 5-year,127,LODES8 2023
170318221011,41.7314876,-87.7462323,1240,ACS 2020-2024 5-year,104,LODES8 2023
170318221012,41.7263194,-87.7460479,940,ACS 2020-2024 5-year,110,LODES8 2023
170318221013,41.7208870,-87.7451034,752,ACS 2020-2024 5-year,938,LODES8 2023
170318221014,41.7154258,-87.7448863,1505,ACS 2020-2024 5-year,248,LODES8 2023
170318221021,41.7239031,-87.7273882,1107,ACS 2020-2024 5-year,7953,LODES8 2023
170318221022,41.7222822,-87.7375382,1615,ACS 2020-2024 5-year,1677,LODES8 2023
170318221023,41.7173430,-87.7317065,860,ACS 2020-2024 5-year,277,LODES8 2023
170318221024,41.7185683,-87.7249448,746,ACS 2020-2024 5-year,544,LODES8 2023
170318222001,41.7306740,-87.7562760,1836,ACS 2020-2024 5-year,41,LODES8 2023
170318222002,41.7252952,-87.7550030,1012,ACS 2020-2024 5-year,69,LODES8 2023
170318222003,41.7242945,-87.7661463,762,ACS 2020-2024 5-year,255,LODES8 2023
170318223011,41.7315807,-87.7642188,1242,ACS 2020-2024 5-year,56,LODES8 2023
170318223012,41.7284055,-87.7676983,598,ACS 2020-2024 5-year,21,LODES8 2023
170318223013,41.7322050,-87.7729833,826,ACS 2020-2024 5-year,47,LODES8 2023
170318223014,41.7279698,-87.7773589,953,ACS 2020-2024 5-year,693,LODES8 2023
170318223021,41.7226686,-87.7743198,1469,ACS 2020-2024 5-year,787,LODES8 2023
170318223022,41.7162804,-87.7700035,721,ACS 2020-2024 5-year,350,LODES8 2023
170318223023,41.7169880,-87.7763217,1394,ACS 2020-2024 5-year,256,LODES8 2023
170318223024,41.7116945,-87.7748590,1358,ACS 2020-2024 5-year,388,LODES8 2023
170318224001,41.7305194,-87.7859612,1554,ACS 2020-2024 5-year,210,LODES8 2023
170318224002,41.7225324,-87.7876361,1911,ACS 2020-2024 5-year,518,LODES8 2023
170318224003,41.7138033,-87.7951543,2189,ACS 2020-2024 5-year,147,LODES8 2023
170318224004,41.7157040,-87.7893526,671,ACS 2020-2024 5-year,2,LODES8 2023
170318225001,41.7152719,-87.7522537,1180,ACS 2020-2024 5-year,3,LODES8 2023
170318225002,41.7143401,-87.7612327,551,ACS 2020-2024 5-year,15,LODES8 2023
170318225003,41.7194984,-87.7638005,1146,ACS 2020-2024 5-year,301,LODES8 2023
170318225004,41.7202784,-87.7552492,1348,ACS 2020-2024 5-year,964,LODES8 2023
170318226011,41.7091045,-87.7452774,1538,ACS 2020-2024 5-year,42,LODES8 2023
170318226012,41.7089279,-87.7550324,1696,ACS 2020-2024 5-year,176,LODES8 2023
170318226013,41.7088214,-87.7635699,1103,ACS 2020-2024 5-year,188,LODES8 2023
170318226021,41.7036112,-87.7497593,1831,ACS 2020-2024 5-year,169,LODES8 2023
170318226022,41.6962808,-87.7521800,2801,ACS 2020-2024 5-year,373,LODES8 2023
170318226023,41.7040751,-87.7619595,1174,ACS 2020-2024 5-year,16,LODES8 2023
170318226024,41.7029874,-87.7658198,1903,ACS 2020-2024 5-year,89,LODES8 2023
170318227011,41.7149495,-87.7236107,1135,ACS 2020-2024 5-year,21,LODES8 2023
170318227012,41.7117992,-87.7264269,1264,ACS 2020-2024 5-year,59,LODES8 2023
170318227013,41.7116382,-87.7338184,1471,ACS 2020-2024 5-year,57,LODES8 2023
170318227014,41.7125413,-87.7382528,1025,ACS 2020-2024 5-year,14,LODES8 2023
170318227021,41.7057907,-87.7257428,2003,ACS 2020-2024 5-year,69,LODES8 2023
170318227022,41.7053759,-87.7333157,647,ACS 2020-2024 5-year,395,LODES8 2023
