dataset,project_name,recipient_or_developer,address,tif_district,ward_or_area,authorized_tif_assistance,city_reported_expenditure,total_project_cost,announced_private_leverage,approval_or_report_year,status_text,lat,lng,source_row_id
annual-report,Southbridge 9%,Southbridge 9 Master Owner LLC,,24th/Michigan,,,4250000,,37991000,2022,Active Project,,,annual-report:T-T-072:2022:5:2
annual-report,TIFWorks - 24th Michigan,,,24th/Michigan,,,175000,,0,2022,Active Project (TIF Works Program),,,annual-report:T-T-072:2022:3:2
annual-report,Mt Greenwood Walgreens,Mt. Greenwood Walgreens Center,,111th/Kedzie,,,1500000,,9233092,2022,Active Project,,,annual-report:T-T-073:2022:1:1
annual-report,SBIF - 111th Kedzie,,,111th/Kedzie,,,1750000,,3500000,2022,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-073:2022:2:1
annual-report,IGA - CBE - Hayt Elementary,Chicago Board of Education,,Clark/Ridge,,,0,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-074:2022:1:1
annual-report,IGA - CBE - Senn HS,Chicago Board of Education,,Clark/Ridge,,,1000000,,2301000,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-074:2022:2:1
annual-report,Raven Theatre,Raven Theatre Company,,Clark/Ridge,,,0,,0,2022,Completed Project,,,annual-report:T-T-074:2022:1:2
annual-report,Ravenswood Sr Apts,Ravenswood Senior Apartments,,Clark/Ridge,,,0,,0,2022,Completed Project,,,annual-report:T-T-074:2022:2:2
annual-report,SBIF - Clark Ridge,,,Clark/Ridge,,,1750000,,3500000,2022,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-074:2022:3:1
annual-report,TIFWorks - Clark Ridge,,,Clark/Ridge,,,175000,,0,2022,Active Project (TIF Works Program),,,annual-report:T-T-074:2022:4:1
annual-report,IGA - CBE - Austin - HS - I,Chicago Board of Education,,Madison/Austin Corridor,,,30300000,,2988087,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2022:1:1
annual-report,IGA - CBE - ES - DePriest,Chicago Board of Education,,Madison/Austin Corridor,,,18500000,,2000000,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2022:3:1
annual-report,IGA - CBE - HS - Austin - II,Chicago Board of Education,,Madison/Austin Corridor,,,5750000,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2022:2:1
annual-report,IGA - CBE - Melody,Chicago Board of Education,,Madison/Austin Corridor,,,0,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2022:7:1
annual-report,IGA - CBE - Spencer Academy,Chicago Board of Education,,Madison/Austin Corridor,,,0,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2022:5:1
annual-report,IGA - CBE - Tilton,Chicago Board of Education,,Madison/Austin Corridor,,,0,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2022:6:1
annual-report,IGA- CBE - Modern Schools,Chicago Board of Education,,Madison/Austin Corridor,,,0,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2022:4:1
annual-report,Lake & Waller,Lake and Waller LP,,Madison/Austin Corridor,,,1310000,,11942248,2022,Active Project,,,annual-report:T-T-075:2022:2:2
annual-report,SBIF - Madison Austin,,,Madison/Austin Corridor,,,2250000,,4500000,2022,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-075:2022:1:2
annual-report,TIFWorks - Madison Austin,,,Madison/Austin Corridor,,,100000,,0,2022,Active Project (TIF Works Program),,,annual-report:T-T-075:2022:3:2
annual-report,Devon Rockwell Mixed Use,"ASAT, Inc",,Devon/Western,,,0,,0,2022,Completed Project,,,annual-report:T-T-076:2022:1:1
annual-report,SBIF - Devon Western,,,Devon/Western,,,3750000,,7500000,2022,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-076:2022:2:1
annual-report,TIFWorks - Devon Western,,,Devon/Western,,,175000,,0,2022,Active Project (TIF Works Program),,,annual-report:T-T-076:2022:3:1
annual-report,Chaville Condo,,,Lincoln Avenue,,,0,,0,2022,Completed Project,,,annual-report:T-T-077:2022:3:1
annual-report,IGA - CPD - Park 526,Chicago Park District,,Lincoln Avenue,,,49541,,0,2022,Active Project (Chicago Park District),,,annual-report:T-T-077:2022:1:1
annual-report,Lincoln Village,BGP Lincoln Village L.L.C.,,Lincoln Avenue,,,0,,0,2022,Completed Project,,,annual-report:T-T-077:2022:1:2
annual-report,SBIF - Lincoln Ave,,,Lincoln Avenue,,,1500000,,3000000,2022,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-077:2022:2:1
annual-report,TIFWorks - Lincoln Ave,,,Lincoln Avenue,,,175000,,0,2022,Active Project (TIF Works Program),,,annual-report:T-T-077:2022:4:1
annual-report,Chicago Board of Education (McClellan School),Chicago Board of Education,,35th/Wallace,,,0,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-079:2022:1:1
annual-report,SBIF - 35th Wallace,,,35th/Wallace,,,500000,,1000000,2022,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-079:2022:2:1
annual-report,TIFWorks - 35th Wallace,,,35th/Wallace,,,125000,,0,2022,Active Project (TIF Works Program),,,annual-report:T-T-079:2022:1:2
annual-report,IGA - CBE - Belmont Cragin,Chicago Board of Education,,Belmont/Central,,,0,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-081:2022:1:1
annual-report,IGA - CPD - Blackhawk,Chicago Park District,,Belmont/Central,,,0,,0,2022,Active Project (Chicago Park District),,,annual-report:T-T-081:2022:3:1
annual-report,IGA - CPD - Chopin,Chicago Park District,,Belmont/Central,,,0,,0,2022,Active Project (Chicago Park District),,,annual-report:T-T-081:2022:2:1
annual-report,SBIF - Belmont Central,,,Belmont/Central,,,3700000,,7400000,2022,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-081:2022:1:2
annual-report,TIFWorks - Belmont Central,,,Belmont/Central,,,150000,,0,2022,Active Project (TIF Works Program),,,annual-report:T-T-081:2022:2:2
annual-report,Cicero and George Limited Partnership,,,Belmont/Cicero,,,0,,0,2022,Completed Project,,,annual-report:T-T-082:2022:4:1
annual-report,SBIF - Belmont Cicero,,,Belmont/Cicero,,,1500000,,3000000,2022,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-082:2022:1:1
annual-report,Sr Suites - Kelvyn Park,Senior Suites,,Belmont/Cicero,,,0,,0,2022,Completed Project,,,annual-report:T-T-082:2022:2:1
annual-report,TIFWorks - Belmont Cicero,,,Belmont/Cicero,,,227389,,0,2022,Active Project (TIF Works Program),,,annual-report:T-T-082:2022:3:1
annual-report,IGA - CBE - Vaughn Occupational High School,Chicago Board of Education,,West Irving Park,,,5000000,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-083:2022:2:1
annual-report,IGA - CPD - Park 0147 - Portage - I - Playground,Chicago Park District,,West Irving Park,,,117948,,0,2022,Active Project (Chicago Park District),,,annual-report:T-T-083:2022:2:2
annual-report,IGA - CPD - Park 0256 - Merrimac,Chicago Park District,,West Irving Park,,,606250,,0,2022,Active Project (Chicago Park District),,,annual-report:T-T-083:2022:1:1
annual-report,SBIF - West Irving Park,,,West Irving Park,,,3000000,,6000000,2022,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-083:2022:1:2
annual-report,TIFWorks - West Irving Park,,,West Irving Park,,,75000,,0,2022,Active Project (TIF Works Program),,,annual-report:T-T-083:2022:2:3
annual-report,IGA - CBE - Amundsen HS,Chicago Board of Education,,Western Avenue North,,,0,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-084:2022:1:1
annual-report,IGA - CBE - Chappell,Chicago Board of Education,,Western Avenue North,,,0,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-084:2022:3:1
annual-report,IGA - CBE - McPherson ES,Chicago Board of Education,,Western Avenue North,,,0,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-084:2022:2:1
annual-report,IGA - CPD - Wells Park,Chicago Park District,,Western Avenue North,,,0,,0,2022,Completed Project (Chicago Park District),,,annual-report:T-T-084:2022:4:1
annual-report,IGA - CPD - Winnemac,Chicago Park District,,Western Avenue North,,,0,,0,2022,Active Project (Chicago Park District),,,annual-report:T-T-084:2022:5:1
annual-report,Ravenswood Sq - 4800 Damen,,,Western Avenue North,,,3000000,,15385283,2022,Active Project,,,annual-report:T-T-084:2022:2:2
annual-report,Ravenswood Station,,,Western Avenue North,,,0,,0,2022,Completed Project,,,annual-report:T-T-084:2022:3:2
annual-report,SBIF - Western Ave North,,,Western Avenue North,,,3000000,,6000000,2022,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-084:2022:1:2
annual-report,IGA - CBE - Coonley,Chicago Board of Education,,Western Avenue South,,,2201500,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-085:2022:1:1
annual-report,IGA - CBE - Lane Tech,Chicago Board of Education,,Western Avenue South,,,1892100,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-085:2022:2:1
annual-report,IGA - CPD - Clark Park Boathouse,Chicago Park District,,Western Avenue South,,,0,,0,2022,Completed Project (Chicago Park District),,,annual-report:T-T-085:2022:4:1
annual-report,IGA - CPD - Park 0457 - Richard Clark,Chicago Park District,,Western Avenue South,,,0,,0,2022,Completed Project (Chicago Park District),,,annual-report:T-T-085:2022:3:1
annual-report,IGA - CPD Revere Park,Chicago Park District,,Western Avenue South,,,7500000,,0,2022,Active Project (Chicago Park District),,,annual-report:T-T-085:2022:5:1
annual-report,N Center Sr - Belle Plaine Condo,North Center Associates LLC/Belle Plaines Commons,,Western Avenue South,,,0,,0,2022,Completed Project,,,annual-report:T-T-085:2022:3:2
annual-report,N Center Sr - M W Apts,North Center Senior Apartments,,Western Avenue South,,,3500000,,13447100,2022,Active Project,,,annual-report:T-T-085:2022:2:2
annual-report,N Center Sr - Park - TACH,N. Center Sr. - Park - TACH,,Western Avenue South,,,0,,0,2022,Completed Project,,,annual-report:T-T-085:2022:4:2
annual-report,SBIF - Western Ave South,,,Western Avenue South,,,2500000,,5000000,2022,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-085:2022:1:2
annual-report,950 W Monroe Condo,950 W. Monroe Development LLC,,Central West,,,0,,0,2022,Completed Project,,,annual-report:T-T-086:2022:3:1
annual-report,Horner - IIA1 - Lowrise,Horner Low-Rise,,Central West,,,0,,0,2022,Completed Project,,,annual-report:T-T-086:2022:2:1
annual-report,Horner - IIA2 - Midrise,Westhaven Park Midrise,,Central West,,,0,,0,2022,Completed Project,,,annual-report:T-T-086:2022:1:1
annual-report,IGA - CBE - ADA - Brown,Chicago Board of Education,,Central West,,,750000,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-086:2022:6:1
annual-report,IGA - CBE - ADA - Cregier,Chicago Board of Education,,Central West,,,1500250,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-086:2022:5:1
annual-report,IGA - CBE - Crane,Chicago Board of Education,,Central West,,,0,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-086:2022:10:1
annual-report,IGA - CBE - Skinner - ES,Chicago Board of Education,,Central West,,,34340000,,0,2022,Active Project (Chicago Board of Education),,,annual-report:T-T-086:2022:12:1
