program,activity_id,activity_name,address,funding_amount,national_objective,activity_group,status_text,completion_date,lat,lng
cdbg,12336,Employment Training,"1343 N California Ave, Chicago, IL 60622",55782.00,,Public Services,,2015-06-12,41.905888,-87.69693
cdbg,12337,Employment Training,"3656 N Halsted St, Chicago, IL 60613",127894.12,,Public Services,,2015-06-12,41.948731,-87.649514
cdbg,12338,Employment Training,"2444 W 16th St, Chicago, IL 60608",86400.00,,Public Services,,2015-05-14,41.85939,-87.686842
cdbg,12339,Employment Training,"11717 S Halsted St, Chicago, IL 60628",74999.64,,Public Services,,2015-05-14,41.681337,-87.641971
cdbg,12340,Employment Training,"1730 W Greenleaf Ave, Chicago, IL 60626",56000.00,,Public Services,,2015-05-14,42.010241,-87.673622
cdbg,12341,Employment Training,"500 N Sacramento Blvd, Chicago, IL 60612",180000.00,,Public Services,,2015-05-14,41.89041,-87.702473
cdbg,12342,Employment Training,"4432 N Ravenswood Ave, Chicago, IL 60640",53942.97,,Public Services,,2015-05-14,41.962867,-87.674524
cdbg,12343,Employment Training,"1201 W 115th St, Chicago, IL 60643",154600.00,,Public Services,,2015-05-14,41.684939,-87.652185
cdbg,12344,Employment Training,"3834 N Cicero Ave, Chicago, IL 60641",75000.00,,Public Services,,2015-05-14,41.950729,-87.747276
cdbg,12345,Employment Training,"8450 S Stony Island Ave, Chicago, IL 60617",99973.02,,Public Services,,2015-05-14,41.741238,-87.585755
cdbg,12346,Employment Training,"2100 W Warren Blvd, Chicago, IL 60612",121994.99,,Public Services,,2015-04-30,41.882228,-87.679196
cdbg,12347,Employment Training,"237 S Desplaines St, Chicago, IL 60661",120000.00,,Public Services,,2015-05-14,41.878339,-87.643992
cdbg,12348,Employment Training,"18 S Michigan Ave, Chicago, IL 60603",80319.40,,Public Services,,2015-04-30,41.881876,-87.624458
cdbg,12349,Employment Training,"2801 S Rockwell St, Chicago, IL 60608",102848.74,,Public Services,,2015-06-12,41.840365,-87.690196
cdbg,12350,Employment Training,"11717 S Halsted St, Chicago, IL 60628",150000.00,,Public Services,,2015-05-14,41.681337,-87.641971
cdbg,12351,Employment Training,"500 N Sacramento Blvd, Chicago, IL 60612",170000.00,,Public Services,,2015-05-14,41.89041,-87.702473
cdbg,12352,Employment Training,"5814 S Wood St, Chicago, IL 60636",120000.00,,Public Services,,2015-06-12,41.78825,-87.66927
cdbg,12353,Employment Training,"400 W 76th St, Chicago, IL 60620",147386.33,,Public Services,,2015-06-12,41.756254,-87.634536
cdbg,12354,Employment Training,"932 W Washington Blvd, Chicago, IL 60607",140025.74,,Public Services,,2015-06-12,41.883114,-87.650972
cdbg,12355,Employment Training,"3726 W Flournoy St, Chicago, IL 60624",108671.32,,Public Services,,2015-06-12,41.872634,-87.718504
cdbg,12356,Employment Training,"1637 S Allport St, Chicago, IL 60608",93928.14,,Public Services,,2015-06-12,41.859094,-87.657699
cdbg,12357,Employment Training,"4554 N Broadway St, Chicago, IL 60640",99021.00,,Public Services,,2015-06-12,41.964673,-87.656992
cdbg,12358,Employment Training,"1515 W Monroe St, Chicago, IL 60607",111303.65,,Public Services,,2015-06-12,41.880226,-87.664727
cdbg,12359,Employment Training,"5417 W Division St, Chicago, IL 60651",147817.90,,Public Services,,2015-07-20,41.902212,-87.761365
cdbg,12360,Employment Training,"6343 S Halsted St, Chicago, IL 60621",150000.00,,Public Services,,2015-05-14,41.778718,-87.64469
cdbg,12361,Senior Services,"1161 W 21st St, Chicago, IL 60608",3129384.80,,Public Services,,2015-05-14,41.853846,-87.655488
cdbg,12362,Senior Services,"1751 W 47th St, Chicago, IL 60609",15000.00,,Public Services,,2015-05-14,41.808602,-87.66894
cdbg,12363,Senior Services,"4626 N Knox Ave, Chicago, IL 60630",13580.00,,Public Services,,2015-05-14,41.964931,-87.7439
cdbg,12364,Senior Services,"2939 W Touhy Ave, Chicago, IL 60645",55000.00,,Public Services,,2015-04-30,42.012012,-87.703573
cdbg,12365,Senior Services,"1016 W Argyle St, Chicago, IL 60640",10000.00,,Public Services,,2015-04-30,41.973269,-87.655686
cdbg,12366,Senior Services,"53 W Jackson Blvd, Chicago, IL 60604",10000.00,,Public Services,,2015-04-30,41.878169,-87.629554
cdbg,12367,Senior Services,"1419 W Carroll Ave, Chicago, IL 60607",33420.10,,Public Services,,2015-04-30,41.887457,-87.662841
cdbg,12368,Senior Services,"212 S Francisco Ave, Chicago, IL 60612",56456.00,,Public Services,,2015-04-30,41.878198,-87.698667
cdbg,12369,Senior Services,"3001 W 113th Pl, Merrionette Park, IL 60803",13828.00,,Public Services,,2015-04-30,41.687403,-87.696475
cdbg,12370,Senior Services,"1530 W Morse Ave, Chicago, IL 60626",11031.00,,Public Services,,2015-04-30,42.007904,-87.668522
cdbg,12371,Senior Services,"4800 N Marine Dr, Chicago, IL 60640",94999.55,,Public Services,,2015-04-30,41.970082,-87.649926
cdbg,12372,Senior Services,"2653 W Ogden Ave, Chicago, IL 60608",50190.00,,Public Services,,2015-04-30,41.86239,-87.69237
cdbg,12373,Senior Services,"5120 N Broadway St, Chicago, IL 60640",3905.00,,Public Services,,2015-04-30,41.975224,-87.659881
cdbg,12374,Senior Services,"2145 N Halsted St, Chicago, IL 60614",45979.30,,Public Services,,2015-04-30,41.921453,-87.648613
cdbg,12375,Senior Services,"212 S Francisco Ave, Chicago, IL 60612",5419.31,,Public Services,,2015-04-30,41.878198,-87.698667
cdbg,12409,Health Services,"1900 W Polk St, Chicago, IL 60612",57843.64,,Public Services,,2015-04-30,41.871555,-87.673917
cdbg,12410,Health Services,"9718 S Halsted St, Chicago, IL 60628",31976.95,,Public Services,,2015-04-30,41.717304,-87.643199
cdbg,12411,"Other Public Services Not Listed in 05A-05Y, 03T","1615 W Chicago Ave, Chicago, IL 60622",261218.50,,Public Services,,2015-06-12,41.896104,-87.667828
cdbg,12412,"Other Public Services Not Listed in 05A-05Y, 03T","1615 W Chicago Ave, Chicago, IL 60622",470734.63,,Public Services,,2015-06-12,41.896104,-87.667828
cdbg,12461,Rehabilitation: Multi-Unit Residential,"459 W Division St, 1151 N CLEVELAND, Chicago, IL 60610",2300000.00,,Housing,,2016-01-21,41.903738,-87.640474
cdbg,12467,Employment Training,"571 W Jackson Blvd, Chicago, IL 60661",416482.75,,Public Services,,2015-06-12,41.878031,-87.641833
cdbg,12468,Services for The Disabled,"1 N State St Ste 800, Suite 800, Chicago, IL 60602",98897.50,,Public Services,,2015-06-12,41.882089,-87.627755
cdbg,12469,Code Enforcement,"1019 W 112th Pl, Chicago, IL 60643",51176.97,,Housing,,2015-07-23,41.68944,-87.648145
cdbg,12470,Code Enforcement,"1226 W Sherwin Ave, Chicago, IL 60626",109442.97,,Housing,,2015-07-23,42.015056,-87.663964
cdbg,12471,Code Enforcement,"2036 W Morse Ave, Chicago, IL 60645",29133.00,,Housing,,2015-07-23,42.007363,-87.682135
cdbg,12472,Code Enforcement,"1453 W Foster Ave, Chicago, IL 60640",60693.75,,Housing,,2015-07-23,41.976221,-87.666787
cdbg,12473,Code Enforcement,"1154 W 88th St, Chicago, IL 60620",102936.60,,Housing,,2015-07-21,41.734106,-87.652758
cdbg,12474,Code Enforcement,"1209 E 71st St, Chicago, IL 60619",83708.82,,Housing,,2015-07-21,41.765957,-87.595401
cdbg,12475,Code Enforcement,"5022 N Keeler Ave, Chicago, IL 60630",30492.54,,Housing,,2015-07-23,41.972425,-87.733094
cdbg,12476,Code Enforcement,"5806 W Fullerton Ave, Chicago, IL 60639",45933.03,,Housing,,2015-07-23,41.923946,-87.771216
cdbg,12477,Code Enforcement,"1817 N Washtenaw Ave, Chicago, IL 60647",46127.25,,Housing,,2015-07-23,41.914478,-87.69464
cdbg,12478,Code Enforcement,"937 N Saint Louis Ave, Chicago, IL 60651",108374.76,,Housing,,2015-07-23,41.89797,-87.713974
cdbg,12479,Code Enforcement,"1207 W 71st St, Chicago, IL 60636",68462.55,,Housing,,2015-07-23,41.765065,-87.654331
cdbg,12480,Code Enforcement,"2309 W Grand Ave, Chicago, IL 60612",29618.55,,Housing,,2015-07-23,41.890711,-87.68481
cdbg,12481,Code Enforcement,"2258 W 62nd St, Chicago, IL 60636",111676.50,,Housing,,2015-07-22,41.781068,-87.681672
cdbg,12482,Code Enforcement,"2248 W 50th St, Chicago, IL 60609",45835.92,,Housing,,2015-07-22,41.802998,-87.680921
cdbg,12483,Code Enforcement,"742 S Laramie Ave, Chicago, IL 60644",214224.66,,Housing,,2015-07-23,41.870803,-87.754709
cdbg,12484,Code Enforcement,"1212 W 51st St, Chicago, IL 60609",59722.65,,Housing,,2015-07-22,41.801469,-87.655516
cdbg,12485,Code Enforcement,"3212 S Green St, Chicago, IL 60608",25637.04,,Housing,,2015-07-22,41.836258,-87.647199
cdbg,12486,Code Enforcement,"2818 W 39th Pl, Chicago, IL 60632",38261.34,,Housing,,2015-07-22,41.821913,-87.695387
cdbg,12487,Code Enforcement,"110 W 117th St, Chicago, IL 60628",35833.59,,Housing,,2015-07-22,41.681638,-87.625669
cdbg,12488,Code Enforcement,"10009 S La Salle St, Chicago, IL 60628",62150.40,,Housing,,2015-07-22,41.712413,-87.627254
cdbg,12489,Code Enforcement,"809 S Kolmar Ave, Chicago, IL 60624",55158.48,,Housing,,2015-07-23,41.870074,-87.738917
cdbg,12490,Code Enforcement,"701 S Kedzie Ave, Chicago, IL 60612",62733.06,,Housing,,2015-07-23,41.872703,-87.705888
cdbg,12491,Code Enforcement,"2047 E 79th St, Chicago, IL 60649",43990.83,,Housing,,2015-07-22,41.751621,-87.574395
cdbg,12492,Code Enforcement,"329 E 87th St, Chicago, IL 60619",96721.56,,Housing,,2015-07-22,41.736469,-87.616534
cdbg,12493,Code Enforcement,"6834 S Dante Ave, Chicago, IL 60637",186451.20,,Housing,,2015-07-22,41.770516,-87.589546
cdbg,12494,Code Enforcement,"1063 W Vernon Park Pl, Chicago, IL 60607",32337.63,,Housing,,2015-07-23,41.87303,-87.653529
cdbg,12495,Code Enforcement,"727 E 60th St, Chicago, IL 60637",73706.49,,Housing,,2015-07-22,41.785824,-87.607882
cdbg,12496,Code Enforcement,"2222 S Drake Ave, Chicago, IL 60623",69724.98,,Housing,,2015-07-23,41.851163,-87.713728
cdbg,12497,Code Enforcement,"5642 S Calumet Ave, Chicago, IL 60637",51468.30,,Housing,,2015-07-22,41.792237,-87.617501
cdbg,12499,Code Enforcement,"1722 W 18th St, Chicago, IL 60608",151977.15,,Housing,,2015-07-22,41.857761,-87.669427
cdbg,12500,Code Enforcement,"1541 S Kostner Ave, Chicago, IL 60623",119639.52,,Housing,,2015-07-22,41.85948,-87.734738
cdbg,12501,Senior Services,"1520 Kensington Rd Ste 110, Suite 110, Oak Brook, IL 60523",61000.00,,Public Services,,2015-07-20,41.841233,-87.955125
cdbg,12502,Senior Services,"1653 W Congress Pkwy, Chicago, IL 60612",6494.72,,Public Services,,2015-07-13,41.875178,-87.667946
cdbg,12503,Senior Services,"1657 W Foster Ave, Chicago, IL 60640",29422.35,,Public Services,,2015-06-17,41.976181,-87.671011
cdbg,12504,Senior Services,"8316 S Ellis Ave, Chicago, IL 60619",66133.56,,Public Services,,2015-06-10,41.743812,-87.600182
cdbg,12505,Senior Services,"5674 S Archer Ave, Chicago, IL 60638",7485.53,,Public Services,,2015-06-17,41.797191,-87.753188
cdbg,12506,Code Enforcement,"6208 S Bishop St, Chicago, IL 60636",101729.24,,Housing,,2015-08-11,41.780899,-87.660628
cdbg,12508,Code Enforcement,"4455 N Spaulding Ave, Albany Park Community Area, Chicago, IL 60625",4444.92,,Housing,,2016-07-19,41.962265,-87.710711
cdbg,12510,Clearance and Demolition,"121 N La Salle St, Chicago, IL 60602",3009120.94,,Acquisition,,2016-03-04,41.88362,-87.632366
cdbg,12511,Code Enforcement,"121 N La Salle St, Chicago, IL 60602",1766565.10,,Housing,,2016-03-28,41.88362,-87.632366
cdbg,12537,Rehabilitation: Multi-Unit Residential,"210 W Campus Dr, Arlington Heights, IL 60004",380000.00,,Housing,,2016-07-18,42.13375,-87.986201
cdbg,12538,Rehabilitation: Multi-Unit Residential,"6327 N Pulaski Rd, Chicago, IL 60646",300000.00,,Housing,,2016-07-18,41.996312,-87.728921
cdbg,12539,Tree Planting,"121 N La Salle St, Chicago, IL 60602",538194.87,,Public Improvements,,2017-04-06,41.88362,-87.632366
cdbg,12585,"Other Public Services Not Listed in 05A-05Y, 03T","4950 W Thomas St, Chicago, IL 60651",19377.58,,Public Services,,2016-02-29,41.900476,-87.750079
cdbg,12586,"Other Public Services Not Listed in 05A-05Y, 03T","2550 W North Ave, Chicago, IL 60647",24124.46,,Public Services,,2016-01-15,41.910334,-87.69124
cdbg,12587,"Other Public Services Not Listed in 05A-05Y, 03T","4510 S Michigan Ave, Chicago, IL 60653",19499.92,,Public Services,,2016-05-18,41.812904,-87.622928
cdbg,12588,"Other Public Services Not Listed in 05A-05Y, 03T","1016 W Argyle St, Chicago, IL 60640",29250.00,,Public Services,,2016-03-24,41.973269,-87.655686
cdbg,12589,"Other Public Services Not Listed in 05A-05Y, 03T","9108 S Brandon Ave, Chicago, IL 60617",29250.00,,Public Services,,2016-05-18,41.729922,-87.54689
cdbg,12590,"Other Public Services Not Listed in 05A-05Y, 03T","3744 N Damen Ave, Chicago, IL 60618",14849.20,,Public Services,,2017-01-17,41.950086,-87.678639
cdbg,12591,"Other Public Services Not Listed in 05A-05Y, 03T","1843 S Carpenter St, Chicago, IL 60608",14197.21,,Public Services,,2017-01-17,41.857178,-87.653189
cdbg,12592,"Other Public Services Not Listed in 05A-05Y, 03T","2756 S Harding Ave, Chicago, IL 60623",16049.41,,Public Services,,2017-01-17,41.841402,-87.723246
cdbg,12593,"Other Public Services Not Listed in 05A-05Y, 03T","1701 W Superior St, Chicago, IL 60622",14999.70,,Public Services,,2016-05-18,41.895127,-87.669776
cdbg,12594,"Other Public Services Not Listed in 05A-05Y, 03T","3620 W Chicago Ave, Chicago, IL 60651",36842.95,,Public Services,,2017-01-17,41.895485,-87.717142
cdbg,12595,"Other Public Services Not Listed in 05A-05Y, 03T","300 N Central Park Ave, Chicago, IL 60624",13050.92,,Public Services,,2017-01-17,41.886309,-87.716583
cdbg,12596,"Other Public Services Not Listed in 05A-05Y, 03T","7735 S Vernon Ave, Chicago, IL 60619",19499.61,,Public Services,,2016-05-18,41.754135,-87.613794
cdbg,12597,"Other Public Services Not Listed in 05A-05Y, 03T","1159 W 79th St, Chicago, IL 60620",34124.88,,Public Services,,2016-05-18,41.750507,-87.653074
cdbg,12598,"Other Public Services Not Listed in 05A-05Y, 03T","1617 W Washington Blvd, Chicago, IL 60612",15460.55,,Public Services,,2017-01-17,41.883317,-87.667349
cdbg,12599,"Other Public Services Not Listed in 05A-05Y, 03T","4300 N California Ave, Chicago, IL 60618",19499.96,,Public Services,,2016-05-18,41.959449,-87.69843
cdbg,12600,"Other Public Services Not Listed in 05A-05Y, 03T","3533 W North Ave, Chicago, IL 60647",11702.29,,Public Services,,2017-01-17,41.909984,-87.715271
cdbg,12601,"Other Public Services Not Listed in 05A-05Y, 03T","3541 W North Ave, Chicago, IL 60647",39000.00,,Public Services,,2016-03-24,41.909983,-87.715435
cdbg,12602,"Other Public Services Not Listed in 05A-05Y, 03T","1 N Dearborn St, Chicago, IL 60602",24375.00,,Public Services,,2016-05-18,41.882077,-87.629396
cdbg,12603,"Other Public Services Not Listed in 05A-05Y, 03T","1 N Dearborn St, Chicago, IL 60602",29015.58,,Public Services,,2017-01-17,41.882077,-87.629396
cdbg,12604,"Other Public Services Not Listed in 05A-05Y, 03T","3834 N Cicero Ave, Chicago, IL 60641",23135.59,,Public Services,,2017-01-17,41.950729,-87.747276
cdbg,12605,"Other Public Services Not Listed in 05A-05Y, 03T","1530 W Morse Ave, Chicago, IL 60626",48477.47,,Public Services,,2017-01-17,42.007904,-87.668522
cdbg,12606,"Other Public Services Not Listed in 05A-05Y, 03T","11705 S Elizabeth St, Chicago, IL 60643",37288.28,,Public Services,,2017-07-17,41.681211,-87.652979
cdbg,12608,"Other Public Services Not Listed in 05A-05Y, 03T","2100 W Warren Blvd, Chicago, IL 60612",15000.00,,Public Services,,2016-03-24,41.882228,-87.679196
cdbg,12609,"Other Public Services Not Listed in 05A-05Y, 03T","6450 S Stony Island Ave, Chicago, IL 60637",19200.00,,Public Services,,2017-01-17,41.777846,-87.586373
cdbg,12610,"Other Public Services Not Listed in 05A-05Y, 03T","6401 N Artesian Ave, Chicago, IL 60645",29249.76,,Public Services,,2016-05-18,41.998077,-87.69113
cdbg,12611,"Other Public Services Not Listed in 05A-05Y, 03T","121 N La Salle St, Chicago, IL 60602",256316.43,,Public Services,,2017-01-17,41.88362,-87.632366
cdbg,12624,Mental Heath Services,"222 S Jefferson St, Chicago, IL 60661",74166.09,,Public Services,,2016-04-08,41.878844,-87.642569
cdbg,12625,Mental Heath Services,"121 N La Salle St, Chicago, IL 60602",246773.86,,Public Services,,2016-04-01,41.88362,-87.632366
cdbg,12626,Mental Heath Services,"121 N La Salle St, Chicago, IL 60602",5739739.97,,Public Services,,2016-03-28,41.88362,-87.632366
cdbg,12627,Health Services,"825 W Wellington Ave, Chicago, IL 60657",41480.21,,Public Services,,2016-03-31,41.936381,-87.650059
cdbg,12628,Health Services,"1925 N Clybourn Ave, Chicago, IL 60614",99764.66,,Public Services,,2016-03-18,41.915968,-87.656523
cdbg,12630,Health Services,"4411 N Ravenswood Ave, Chicago, IL 60640",68703.98,,Public Services,,2016-03-18,41.961743,-87.673962
cdbg,12631,Health Services,"700 N Sacramento Blvd, Chicago, IL 60612",49384.00,,Public Services,,2016-03-23,41.893197,-87.702368
cdbg,12632,Screening for Lead-Based Paint/Lead Hazards Poisoning,"121 N La Salle St, Chicago, IL 60602",3852066.82,,Public Services,,2017-01-17,41.88362,-87.632366
cdbg,12664,Food Banks,"4100 W Ann Lurie Pl, Chicago, IL 60632",1005999.50,,Public Services,,2016-05-17,41.816349,-87.725968
cdbg,12665,Food Banks,"121 N La Salle St, Chicago, IL 60602",363881.01,,Public Services,,2016-04-05,41.88362,-87.632366
cdbg,12666,"Other Public Services Not Listed in 05A-05Y, 03T","1615 W Chicago Ave, Chicago, IL 60622",539640.64,,Public Services,,2015-12-28,41.896062,-87.667889
cdbg,12677,"Other Public Services Not Listed in 05A-05Y, 03T","6212 S Sangamon St, Chicago, IL 60621",190370.45,,Public Services,,2015-12-31,41.780985,-87.648416
cdbg,12699,Mental Heath Services,"932 W Washington Blvd, Chicago, IL 60607",203412.68,,Public Services,,2017-01-17,41.883114,-87.650972
cdbg,12700,Mental Heath Services,"4101 N Ravenswood Ave, Chicago, IL 60613",231418.41,,Public Services,,2017-01-17,41.956124,-87.673829
cdbg,12701,"Other Public Services Not Listed in 05A-05Y, 03T","806 E 64th St, Chicago, IL 60637",16919.31,,Public Services,,2017-01-17,41.778572,-87.605653
cdbg,12702,"Other Public Services Not Listed in 05A-05Y, 03T","3003 W Touhy Ave, Chicago, IL 60645",34047.62,,Public Services,,2017-01-17,42.011981,-87.704577
cdbg,12703,Employment Training,"5701 W Division St, Chicago, IL 60651",50000.00,,Public Services,,2016-02-29,41.902125,-87.768165
cdbg,12704,Employment Training,"1955 N Saint Louis Ave, Chicago, IL 60647",75000.00,,Public Services,,2016-03-23,41.916538,-87.713509
cdbg,12705,Employment Training,"1925 N Clybourn Ave, Chicago, IL 60614",57900.01,,Public Services,,2016-03-23,41.915968,-87.656523
cdbg,12706,Employment Training,"4510 S Michigan Ave, Chicago, IL 60653",55000.00,,Public Services,,2015-12-17,41.812904,-87.622928
cdbg,12707,Employment Training,"1016 W Argyle St, Chicago, IL 60640",39079.44,,Public Services,,2016-02-29,41.973269,-87.655686
cdbg,12708,Employment Training,"2141 S Tan Ct, Chicago, IL 60616",86400.00,,Public Services,,2016-01-29,41.85477,-87.63523
cdbg,12710,Employment Training,"208 S La Salle St, Chicago, IL 60604",116750.00,,Public Services,,2016-03-15,41.879284,-87.632319
