source_row_number,legal_business_name,dba,city,county,zip,grant_amount_usd,round,source_url,source_version,program_name,relief_era,assistance_type,program_status,record_note
87,Mainstreet Tap,Rebecca Hohimer,Beardstown,Cass,62618,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
88,Round House Center Inc,,Beardstown,Cass,62618,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
89,Tysons Diner Inc,Tysons Diner Inc,Beardstown,Cass,62618,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
90,Cagle's Depot Inc,,Virginia,Cass,62691,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
91,1500 South Plaza Diner Inc,Merry-Ann's Diner,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
92,"706 S Fifth, Inc.",Joe's Brewery,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
93,99 China LLC,Szechuan China,Champaign,Champaign,61820,45000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
94,Amateur Athletic Union of the Manimal Of Champaign-Dream Team,Dream Team Elite,Champaign,Champaign,61820,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
95,ANADOLU LLC,Chick Shack/Campus Burger,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
96,Animals On Wheels,Animals On Wheels Inc,Champaign,Champaign,61820,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
97,Burrito King Mexican Grill INC,Burrito King Mexican Grill,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
98,BUSEY BANK,KungFu Tea champaign,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
99,"Buzard Pipe Organ Builders, LLC","Buzard Pipe Organ Builders, LLC",Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
100,Caffe Bene Green Inc,,Champaign,Champaign,61820,30000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
101,Caffe Bene Green Inc.,Caffe Bene Green Inc.,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
102,Campus Hospitality LLC,Townplace Suites,Champaign,Champaign,61820,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
103,Champaign Arirang Restaurant Inc.,A-Ri-Rang,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
104,Champaign Center Partnership,Champaign Center Partnership,Champaign,Champaign,61820,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
105,Champaign County Chamber of Commerce Inc,Champaign County Chamber of Commerce,Champaign,Champaign,61820,70000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
106,Champaign Motel Inc,Super 8,Champaign,Champaign,61820,50000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
107,Clutch Cuts,"Clutch Cuts, LLC",Champaign,Champaign,61820,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
108,Cocomero LLC,Cocomero Frozen Yogurt Cafe,Champaign,Champaign,61820,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
109,cozy hair inc,cozy hair,Champaign,Champaign,61820,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
110,Cozy Hair Inc,Cozy Hair,Champaign,Champaign,61820,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
111,CRS Ventures LLC,The City Center,Champaign,Champaign,61820,20000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
112,Damaschke International Inc.,Lacey's Place,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
113,Darshanam inc.,Quencher smoothies,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
114,Deluxe Lunch & Billiards Inc,Legends,Champaign,Champaign,61820,70000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
115,Dixon Graphics Incrporated,,Champaign,Champaign,61820,70000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
116,"Drs. Dankle Brunson & Lee, Ltd.",,Champaign,Champaign,61820,100000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
117,Ekey Technology Inc,Ekey Technology Inc,Champaign,Champaign,61820,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
118,English Brothers,English Brothers,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
119,Fast Foods of Georgia Inc,The Ribeye of Champaign,Champaign,Champaign,61820,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
120,Fein-Bursoni Inc,Pygmalion,Champaign,Champaign,61820,20000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
121,Fote Backy,The Brass Rail,Champaign,Champaign,61820,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
122,FRESH TASTE LLC,Pokelab,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
123,G & R Hair Salon and Barber Shop,,Champaign,Champaign,61820,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
124,Grand Cravings Restaurant Inc,Grand Cravings Restaurant Inc,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
125,Hamilton Walker LLC,Hamilton Walker's,Champaign,Champaign,61820,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
126,Hammerhead Records Inc,The Real Estate Book,Champaign,Champaign,61820,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
127,Hansen & Co Barber Shop,Hansen & Co Barber Shop,Champaign,Champaign,61820,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
128,Hansen Co Beauty Lounge,Hansen Co Beauty Lounge,Champaign,Champaign,61820,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
129,Illini Fitness LLC,Orangetheory Fitness,Champaign,Champaign,61820,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
130,Jane Addams Book Shop Inc,,Champaign,Champaign,61820,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
131,Jasy Inc,Mid Summer Lounge,Champaign,Champaign,61820,30000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
